MID,DCID,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10
MT031,SF018,40,31,37,23,37,38,31,34,42,47
MT032,SF018,35,47,35,30,38,32,47,41,47,40
MT033,SF018,47,37,55,49,32,31,35,34,43,33
MT035,SF018,28,37,42,38,29,44,25,35,22,36
MT036,SF018,29,21,39,42,33,26,39,24,32,27
MT021,SF018,156,120,128,159,139,109,123,99,103,114
MT023,SF018,90,127,72,111,144,76,152,102,157,146
MT002,SF018,21,16,32,14,30,13,18,23,16,24
MT003,SF018,19,24,21,21,21,20,24,20,17,29
MT006,SF018,14,21,18,30,18,19,19,26,22,17
MT012,SF018,32,29,33,29,25,18,20,23,35,33
MT015,SF018,31,18,26,22,15,23,19,28,21,18
MT022,SF018,16,22,23,27,24,20,24,24,16,22
MT024,SF018,18,19,21,28,20,30,23,27,25,20
MT027,SF018,35,28,16,28,18,23,24,22,17,21
MT034,SF018,25,15,19,21,22,21,18,20,16,14
MT001,SF019,71,86,66,64,83,67,89,44,98,69
MT004,SF019,67,54,70,72,65,69,44,56,57,55
MT005,SF019,38,84,57,54,73,73,53,57,82,69
MT007,SF019,51,59,48,61,98,48,50,90,53,62
MT008,SF019,57,75,54,65,69,61,61,62,85,63
MT009,SF019,52,84,89,56,79,92,54,84,58,98
MT010,SF019,72,49,78,45,66,55,54,82,76,67
MT011,SF019,63,92,65,78,58,83,47,38,49,78
MT013,SF019,83,74,49,88,45,65,88,84,83,66
MT014,SF019,70,84,46,69,48,47,57,48,62,39
MT016,SF019,59,60,93,59,36,97,55,59,87,91
MT017,SF019,76,74,71,75,51,60,82,89,55,84
MT018,SF019,72,36,87,62,82,53,58,78,50,48
MT019,SF019,60,55,65,69,58,63,74,55,63,72
MT020,SF019,86,54,90,45,55,88,46,71,42,85
MT025,SF019,68,92,45,58,43,57,49,35,71,52
MT026,SF019,47,66,80,71,88,73,72,45,90,51
MT028,SF019,54,85,61,68,79,58,60,44,71,41
MT029,SF019,61,60,51,65,44,45,72,70,85,65
MT030,SF019,90,52,55,67,58,96,104,66,76,79
MT031,SF019,72,57,48,89,72,45,96,65,39,41
MT032,SF019,65,51,61,59,84,49,66,59,64,78
MT033,SF019,52,42,88,88,77,54,43,62,73,52
MT035,SF019,96,61,51,53,67,72,75,50,67,50
MT036,SF019,81,59,68,51,52,53,41,81,77,44
MT021,SF019,144,103,159,165,243,157,124,184,188,143
MT023,SF019,244,263,151,190,216,240,165,163,183,183
MT002,SF019,29,33,27,41,35,39,43,22,19,22
MT003,SF019,25,28,29,45,40,39,39,47,30,40
MT006,SF019,46,32,34,45,21,30,24,42,42,38
MT012,SF019,38,19,47,29,38,18,22,53,41,28
MT015,SF019,25,29,36,22,30,46,21,29,33,25
MT022,SF019,34,40,42,25,40,51,38,32,36,25
MT024,SF019,48,43,30,51,33,33,20,34,28,35
MT027,SF019,40,34,26,31,36,36,41,29,29,27
MT034,SF019,41,18,29,51,40,26,19,34,36,30
MT001,SF020,31,44,26,33,30,46,49,29,45,37
MT004,SF020,29,36,38,35,21,28,53,31,49,51
MT005,SF020,53,48,31,23,37,32,48,37,28,32
MT007,SF020,49,46,41,32,32,28,39,32,25,38
MT008,SF020,31,31,57,33,47,29,54,31,42,52
MT009,SF020,39,27,40,24,40,43,36,45,29,35
MT010,SF020,40,25,39,20,40,52,20,50,49,22
MT011,SF020,46,30,35,26,42,46,30,34,53,48
MT013,SF020,45,45,40,39,28,35,51,21,23,29
MT014,SF020,45,29,46,29,41,25,44,36,35,25
MT016,SF020,47,29,42,49,22,30,34,43,48,21
MT017,SF020,39,25,38,30,36,45,52,31,32,26
MT018,SF020,41,47,39,28,46,29,24,26,22,42
MT019,SF020,40,32,23,42,39,30,42,21,30,25
MT020,SF020,24,32,31,50,36,34,51,48,35,29
MT025,SF020,34,23,23,37,53,54,48,30,29,35
MT026,SF020,40,47,44,41,49,30,22,35,27,25
MT028,SF020,45,34,23,29,34,31,42,36,32,34
MT029,SF020,43,43,38,30,51,23,41,43,40,30
MT030,SF020,31,36,26,51,31,33,28,29,30,41
MT031,SF020,40,57,32,39,27,32,44,34,46,48
MT032,SF020,21,33,33,40,28,26,47,53,39,46
MT033,SF020,28,29,33,42,41,26,26,28,32,37
MT035,SF020,30,51,38,23,38,39,29,37,48,28
MT036,SF020,43,57,31,31,30,40,33,47,34,46
MT021,SF020,94,104,112,74,80,108,147,93,87,118
MT023,SF020,109,155,81,66,107,131,120,166,61,125
MT002,SF020,21,35,22,31,23,17,20,28,37,27
MT003,SF020,21,29,28,20,19,20,19,19,32,33
MT006,SF020,22,29,29,30,17,21,22,19,19,17
MT012,SF020,22,15,19,20,20,30,21,24,30,21
MT015,SF020,37,17,24,17,36,29,22,18,31,17
MT022,SF020,26,34,29,20,24,33,14,16,31,21
MT024,SF020,38,16,33,20,30,21,37,20,30,27
MT027,SF020,15,20,18,28,21,19,17,17,32,21
MT034,SF020,20,26,21,22,17,30,13,26,32,24
MT001,SF021,69,78,68,81,74,109,88,58,77,77
MT004,SF021,105,66,74,65,48,87,94,65,78,63
MT005,SF021,68,80,72,114,69,101,72,79,42,55
MT007,SF021,44,54,52,100,82,86,59,75,89,85
MT008,SF021,93,54,67,94,63,70,59,58,92,81
MT009,SF021,77,89,120,101,109,56,106,71,66,61
MT010,SF021,84,105,103,73,67,92,63,50,101,60
MT011,SF021,86,52,66,100,55,62,42,95,52,83
MT013,SF021,71,62,76,78,101,121,68,52,81,61
MT014,SF021,82,57,81,119,57,98,56,86,48,69
MT016,SF021,56,73,79,71,70,54,110,100,70,64
MT017,SF021,71,76,73,99,90,89,104,75,72,91
MT018,SF021,53,78,75,66,109,87,68,60,59,95
MT019,SF021,44,63,55,51,61,100,73,93,82,74
MT020,SF021,75,53,70,59,78,95,74,44,82,116
MT025,SF021,69,100,71,44,56,92,48,96,76,48
MT026,SF021,94,70,67,64,103,86,55,48,75,94
MT028,SF021,61,89,58,88,69,81,88,107,52,79
MT029,SF021,85,61,43,87,79,69,117,92,53,64
MT030,SF021,72,105,56,115,111,86,83,63,68,71
MT031,SF021,80,76,66,78,58,68,56,72,74,89
MT032,SF021,66,79,48,64,79,92,71,74,94,82
MT033,SF021,73,115,74,97,76,43,65,47,52,97
MT035,SF021,77,61,88,56,55,53,75,64,49,80
MT036,SF021,59,100,90,96,65,71,103,89,67,49
MT021,SF021,283,259,158,168,222,217,216,234,234,287
MT023,SF021,215,227,246,127,140,213,185,224,205,316
MT002,SF021,73,64,45,73,57,72,60,70,62,66
MT003,SF021,63,76,76,60,64,61,76,70,48,78
MT006,SF021,56,42,87,67,58,48,48,55,88,78
MT012,SF021,53,74,83,46,41,76,70,71,56,55
MT015,SF021,44,42,53,55,82,52,54,61,40,48
MT022,SF021,33,61,68,64,47,43,71,70,62,45
MT024,SF021,40,62,54,51,60,49,80,58,88,44
MT027,SF021,54,56,66,57,84,58,46,42,75,73
MT034,SF021,58,46,78,45,49,52,54,69,73,49
MT001,SF022,55,63,49,48,49,60,53,33,46,33
MT004,SF022,39,34,42,42,56,40,40,52,39,39
MT005,SF022,30,59,46,45,23,30,43,48,66,46
MT007,SF022,40,38,50,33,67,42,45,33,32,46
MT008,SF022,28,37,59,46,61,50,28,68,41,40
MT009,SF022,30,39,62,46,39,28,23,42,33,30
MT010,SF022,47,51,38,33,51,54,51,56,42,36
MT011,SF022,34,35,48,42,40,28,36,30,58,42
MT013,SF022,38,23,33,61,42,36,40,47,46,65
MT014,SF022,29,36,37,40,44,48,41,58,46,41
MT016,SF022,32,35,30,30,47,40,63,45,61,57
MT017,SF022,65,32,40,42,43,27,45,42,30,34
MT018,SF022,32,42,61,70,44,50,35,45,54,32
MT019,SF022,44,43,29,33,43,31,55,51,66,57
MT020,SF022,45,51,30,49,24,49,45,55,24,40
MT025,SF022,36,49,67,51,38,41,42,44,50,38
MT026,SF022,44,40,46,30,32,39,50,30,39,43
MT028,SF022,34,34,36,42,39,50,47,33,44,30
MT029,SF022,50,56,38,44,52,50,54,36,29,40
MT030,SF022,34,47,30,35,43,46,42,33,49,35
MT031,SF022,52,32,39,33,43,40,32,40,40,31
MT032,SF022,33,36,55,41,51,32,64,42,40,46
MT033,SF022,58,45,34,47,51,57,50,38,50,35
MT035,SF022,35,45,35,48,29,55,47,37,32,41
MT036,SF022,36,43,56,36,51,46,33,44,35,45
MT021,SF022,140,111,140,131,138,98,196,152,116,90
MT023,SF022,90,168,90,147,139,101,154,124,117,87
MT002,SF022,22,25,19,19,26,21,17,25,17,28
MT003,SF022,25,26,22,14,21,23,24,24,24,18
MT006,SF022,18,26,17,22,29,17,16,23,22,17
MT012,SF022,27,17,25,14,19,27,15,14,11,16
MT015,SF022,31,20,20,21,23,17,18,18,19,21
MT022,SF022,12,15,24,19,15,21,19,16,29,22
MT024,SF022,13,21,23,20,20,27,13,27,23,24
MT027,SF022,21,15,17,18,30,27,20,17,18,20
MT034,SF022,25,20,18,22,23,26,20,14,16,20
MT001,SF023,79,64,65,85,74,61,89,50,79,97
MT004,SF023,109,95,110,73,99,139,61,112,48,92
MT005,SF023,105,87,101,78,62,84,85,79,107,95
MT007,SF023,119,78,80,142,87,90,110,103,105,85
MT008,SF023,114,73,73,102,61,71,78,86,101,104
MT009,SF023,55,84,96,90,105,50,84,60,54,69
MT010,SF023,133,111,104,88,98,93,106,120,53,68
MT011,SF023,93,110,83,85,94,62,79,99,67,106
MT013,SF023,100,86,86,72,109,117,101,81,70,63
MT014,SF023,108,64,77,127,90,98,117,92,76,72
MT016,SF023,94,95,110,82,137,92,76,76,105,64
MT017,SF023,118,62,104,82,105,113,66,117,62,107
MT018,SF023,51,79,89,84,99,110,94,115,93,75
MT019,SF023,129,107,87,88,90,74,73,106,128,89
MT020,SF023,103,81,89,57,90,99,54,107,93,83
MT025,SF023,63,79,71,106,66,107,62,102,88,113
MT026,SF023,100,81,93,121,126,82,144,148,80,89
MT028,SF023,75,58,90,57,81,54,122,88,114,78
MT029,SF023,129,91,78,87,99,108,136,91,106,67
MT030,SF023,82,118,92,107,89,74,58,90,116,68
MT031,SF023,107,94,92,93,104,73,105,134,92,84
MT032,SF023,52,87,89,98,76,83,97,72,111,91
MT033,SF023,68,103,122,134,128,68,86,93,47,51
MT035,SF023,104,86,128,96,79,92,50,94,91,68
MT036,SF023,84,110,107,70,67,73,72,92,92,62
MT021,SF023,218,248,259,175,218,237,265,349,262,294
MT023,SF023,282,256,297,227,306,260,199,220,327,299
MT002,SF023,55,58,58,68,69,80,40,57,55,73
MT003,SF023,75,52,73,44,67,64,61,49,61,51
MT006,SF023,42,47,62,58,56,60,44,54,81,35
MT012,SF023,61,54,54,50,34,43,61,75,48,49
MT015,SF023,71,49,57,50,60,54,79,59,41,58
MT022,SF023,60,55,33,43,39,46,67,42,36,30
MT024,SF023,63,39,54,74,80,52,30,51,40,44
MT027,SF023,34,37,71,44,64,41,31,43,34,73
MT034,SF023,55,65,37,68,62,37,60,54,84,38
MT001,SF024,27,43,40,32,24,38,35,37,34,37
MT004,SF024,36,23,33,40,36,41,22,35,28,33
MT005,SF024,30,26,43,50,30,44,22,34,31,46
MT007,SF024,50,34,40,38,26,44,26,25,21,50
MT008,SF024,28,38,23,31,41,44,30,26,19,24
MT009,SF024,36,30,25,35,32,32,23,34,43,36
MT010,SF024,30,41,34,40,45,29,30,44,30,48
MT011,SF024,27,35,40,46,26,36,31,37,46,21
MT013,SF024,35,26,36,19,43,21,48,28,28,23
MT014,SF024,42,26,41,29,19,34,45,46,38,28
MT016,SF024,34,43,33,28,38,23,24,46,37,22
MT017,SF024,44,33,28,28,30,30,28,24,33,37
MT018,SF024,25,44,28,42,27,26,30,36,23,35
MT019,SF024,30,32,21,21,44,27,36,28,47,35
MT020,SF024,29,34,25,48,28,21,37,21,21,36
MT025,SF024,43,33,30,32,19,41,25,38,46,41
MT026,SF024,27,25,34,44,49,32,32,41,24,26
MT028,SF024,43,42,41,35,35,31,24,35,30,26
MT029,SF024,26,30,30,29,35,50,40,22,50,24
MT030,SF024,28,33,32,30,24,25,48,29,31,33
MT031,SF024,29,27,33,22,42,25,31,34,36,30
MT032,SF024,41,34,35,38,54,48,23,33,22,41
MT033,SF024,44,22,32,25,31,27,33,35,36,45
MT035,SF024,41,43,36,23,38,28,28,36,26,36
MT036,SF024,30,41,23,35,32,48,46,28,48,32
MT021,SF024,141,74,164,145,85,131,130,174,121,108
MT023,SF024,139,114,159,94,166,110,106,121,102,124
MT002,SF024,29,33,22,29,27,32,30,45,25,26
MT003,SF024,28,19,41,28,22,45,44,21,28,30
MT006,SF024,28,21,28,40,40,41,37,24,40,43
MT012,SF024,22,32,25,27,31,38,20,48,29,34
MT015,SF024,35,28,25,32,41,33,39,28,34,23
MT022,SF024,23,39,26,30,36,22,23,30,28,30
MT024,SF024,31,26,33,35,31,26,31,25,41,26
MT027,SF024,22,26,42,25,18,33,41,25,34,23
MT034,SF024,44,33,26,22,30,18,46,26,32,44
MT001,SF025,63,58,77,70,43,51,91,66,62,80
MT004,SF025,102,79,65,81,38,91,90,76,49,60
MT005,SF025,89,44,68,85,75,62,62,58,70,61
MT007,SF025,72,68,98,52,69,94,70,86,63,73
MT008,SF025,78,59,92,58,94,50,43,57,51,65
MT009,SF025,71,39,56,58,61,52,70,71,94,60
MT010,SF025,62,52,56,85,56,61,100,81,57,58
MT011,SF025,73,57,68,81,90,89,70,67,68,58
MT013,SF025,61,80,78,100,95,73,80,59,53,78
MT014,SF025,95,51,78,71,55,106,63,81,56,77
MT016,SF025,61,62,73,95,52,66,84,39,104,68
MT017,SF025,63,67,59,81,63,45,68,64,84,73
MT018,SF025,76,57,44,76,100,78,69,39,79,67
MT019,SF025,72,96,61,85,76,81,109,46,86,56
MT020,SF025,78,74,82,110,49,95,58,99,64,61
MT025,SF025,48,64,53,60,83,62,76,68,67,90
MT026,SF025,74,47,75,82,50,48,75,87,77,79
MT028,SF025,69,92,50,79,61,61,60,74,49,63
MT029,SF025,84,69,62,103,65,71,75,66,48,98
MT030,SF025,84,87,100,43,62,81,82,72,74,89
MT031,SF025,79,55,84,44,63,56,56,74,65,76
MT032,SF025,98,63,95,99,72,76,91,69,59,57
MT033,SF025,64,43,40,74,64,50,95,60,97,65
MT035,SF025,69,73,44,84,80,62,63,52,67,60
MT036,SF025,82,84,57,92,62,90,57,86,62,40
MT021,SF025,272,160,176,164,184,134,202,268,206,168
MT023,SF025,159,155,171,155,131,178,233,215,191,171
MT002,SF025,34,33,29,56,23,35,32,18,19,43
MT003,SF025,50,27,44,37,36,32,43,24,43,30
MT006,SF025,22,56,28,27,26,33,24,27,35,28
MT012,SF025,30,35,45,35,38,34,34,38,34,35
MT015,SF025,43,29,34,41,39,36,49,51,30,50
MT022,SF025,24,21,49,29,29,36,31,34,26,19
MT024,SF025,42,42,48,37,32,29,43,44,32,34
MT027,SF025,30,40,39,36,29,36,27,31,34,36
MT034,SF025,41,36,40,31,34,31,33,43,36,39
MT001,SF026,28,32,52,64,43,42,44,56,49,43
MT004,SF026,42,34,41,31,45,32,33,38,38,23
MT005,SF026,44,46,35,66,50,40,42,39,54,40
MT007,SF026,58,37,35,34,45,38,35,51,53,46
MT008,SF026,22,27,45,29,37,28,49,25,42,61
MT009,SF026,50,62,39,37,56,31,37,34,54,42
MT010,SF026,27,60,44,37,21,53,52,37,44,34
MT011,SF026,45,55,32,41,37,45,58,57,26,56
MT013,SF026,42,32,23,42,28,52,41,31,29,56
MT014,SF026,26,40,41,43,62,43,37,35,30,37
MT016,SF026,45,35,47,29,54,40,56,51,47,47
MT017,SF026,53,39,62,40,45,28,46,41,33,41
MT018,SF026,48,46,34,40,33,41,39,35,47,52
MT019,SF026,48,27,39,48,33,29,57,47,38,40
MT020,SF026,52,41,48,55,46,38,59,40,28,53
MT025,SF026,36,28,24,33,26,43,50,36,32,56
MT026,SF026,31,36,42,40,43,41,49,35,52,40
MT028,SF026,45,28,36,38,36,50,49,34,56,29
MT029,SF026,34,55,37,49,37,31,23,37,42,31
MT030,SF026,26,30,47,38,33,40,28,55,38,57
MT031,SF026,48,47,30,29,48,52,50,55,55,33
MT032,SF026,58,42,46,25,53,36,46,54,65,47
MT033,SF026,42,42,30,50,60,66,37,31,30,63
MT035,SF026,29,39,26,31,47,42,43,60,33,38
MT036,SF026,37,57,27,35,41,49,43,28,27,63
MT021,SF026,118,225,170,115,90,131,144,110,212,157
MT023,SF026,131,122,166,197,199,182,175,166,225,165
MT002,SF026,14,11,12,13,9,22,11,11,16,17
MT003,SF026,8,18,15,17,17,20,23,13,9,12
MT006,SF026,10,16,13,18,12,12,10,14,21,18
MT012,SF026,14,15,11,12,8,11,11,14,10,20
MT015,SF026,20,12,14,9,10,13,14,18,18,16
MT022,SF026,9,21,10,14,19,18,12,17,13,8
MT024,SF026,15,21,23,14,10,18,14,21,15,12
MT027,SF026,17,12,18,18,17,18,17,12,10,14
MT034,SF026,15,13,17,14,14,20,9,15,16,15
MT001,SF027,116,106,126,92,59,93,111,83,82,80
MT004,SF027,107,73,81,77,81,51,81,120,75,76
MT005,SF027,75,88,69,54,65,87,79,65,84,117
MT007,SF027,96,54,106,72,81,89,100,79,105,105
MT008,SF027,98,76,83,98,76,96,76,80,83,89
MT009,SF027,85,125,94,82,94,60,73,83,60,73
MT010,SF027,87,131,71,64,96,71,109,77,75,92
MT011,SF027,63,95,101,70,69,49,105,102,106,54
MT013,SF027,94,93,109,101,73,77,74,49,114,129
MT014,SF027,73,80,54,48,127,92,61,62,116,69
MT016,SF027,95,90,98,80,80,125,121,125,132,78
MT017,SF027,108,59,83,98,93,57,70,98,75,101
MT018,SF027,75,86,82,97,114,63,103,98,115,86
MT019,SF027,88,52,69,74,68,69,97,100,72,98
MT020,SF027,71,112,116,100,92,71,51,64,98,117
MT025,SF027,95,86,111,66,91,112,52,93,115,64
MT026,SF027,89,57,57,66,73,115,101,58,78,69
MT028,SF027,45,97,103,68,128,62,104,117,98,61
MT029,SF027,83,85,94,81,84,98,76,90,113,106
MT030,SF027,94,122,89,116,57,74,78,65,99,70
MT031,SF027,120,90,112,77,97,70,68,103,86,73
MT032,SF027,124,115,120,118,88,65,127,75,90,123
MT033,SF027,78,115,71,90,105,99,76,70,62,65
MT035,SF027,77,108,87,91,135,91,82,75,62,75
MT036,SF027,53,70,67,77,78,122,107,71,87,69
MT021,SF027,309,319,236,162,224,206,184,165,321,177
MT023,SF027,187,187,312,253,182,142,319,236,196,214
MT002,SF027,58,44,54,64,74,64,36,54,39,53
MT003,SF027,52,40,77,31,76,73,66,41,63,58
MT006,SF027,43,74,44,81,57,55,40,47,60,38
MT012,SF027,52,43,76,62,65,69,57,68,47,64
MT015,SF027,46,54,47,48,61,51,85,54,58,78
MT022,SF027,81,59,49,77,43,40,50,74,54,46
MT024,SF027,49,45,70,47,45,75,67,54,61,66
MT027,SF027,74,73,31,68,70,77,59,73,36,44
MT034,SF027,43,39,43,74,54,76,65,40,49,54
MT001,SF028,29,58,47,55,29,39,53,33,42,45
MT004,SF028,26,24,28,40,28,29,29,62,38,33
MT005,SF028,37,54,25,41,22,51,37,34,37,40
MT007,SF028,35,24,57,41,26,35,31,41,27,28
MT008,SF028,32,33,47,38,43,33,28,48,38,54
MT009,SF028,49,29,60,41,39,55,38,41,44,53
MT010,SF028,28,46,34,26,46,41,35,32,36,43
MT011,SF028,50,58,31,45,37,38,27,51,42,52
MT013,SF028,26,28,31,48,33,28,24,22,48,54
MT014,SF028,38,23,61,43,36,42,50,40,43,51
MT016,SF028,34,54,40,48,32,66,32,38,32,50
MT017,SF028,56,40,34,23,39,36,51,34,64,36
MT018,SF028,36,52,56,58,30,55,42,65,22,32
MT019,SF028,21,35,34,46,34,38,44,23,26,33
MT020,SF028,61,22,59,58,53,44,42,48,30,36
MT025,SF028,62,35,27,34,52,53,58,44,55,34
MT026,SF028,27,44,35,25,30,37,39,27,33,37
MT028,SF028,27,47,37,32,34,58,45,54,36,27
MT029,SF028,33,34,52,37,52,36,35,50,29,43
MT030,SF028,32,35,35,45,37,38,38,26,40,42
MT031,SF028,30,44,31,35,36,33,36,48,26,36
MT032,SF028,42,36,41,42,50,48,41,34,37,31
MT033,SF028,37,52,35,33,30,36,48,38,39,36
MT035,SF028,53,36,57,36,31,39,36,39,56,44
MT036,SF028,28,57,60,41,33,31,34,50,50,41
MT021,SF028,154,155,180,178,137,205,210,114,95,87
MT023,SF028,101,123,183,144,87,180,137,92,122,122
MT002,SF028,18,14,14,13,17,15,18,9,13,20
MT003,SF028,13,12,12,16,16,13,18,14,11,10
MT006,SF028,12,15,10,17,11,16,12,12,17,11
MT012,SF028,15,12,17,11,11,11,13,17,16,15
MT015,SF028,17,9,17,13,10,13,10,20,9,14
MT022,SF028,11,20,15,19,15,9,18,12,15,9
MT024,SF028,16,14,8,11,15,7,16,10,18,9
MT027,SF028,11,19,14,17,18,9,11,16,12,10
MT034,SF028,12,12,9,18,12,17,12,11,14,14
MT001,SF029,87,63,89,69,100,61,82,106,66,79
MT004,SF029,108,59,44,96,112,120,66,69,55,43
MT005,SF029,71,49,81,57,72,60,82,60,74,70
MT007,SF029,55,87,68,93,87,85,114,81,64,64
MT008,SF029,74,100,48,74,74,98,97,109,86,78
MT009,SF029,93,67,72,50,104,115,101,114,47,73
MT010,SF029,99,81,52,111,74,78,55,100,64,69
MT011,SF029,87,56,71,71,80,70,78,60,82,85
MT013,SF029,48,44,94,76,125,55,53,50,72,71
MT014,SF029,88,47,71,132,126,73,46,118,77,76
MT016,SF029,72,99,50,95,78,99,62,85,60,68
MT017,SF029,88,123,78,52,58,85,65,102,111,101
MT018,SF029,116,106,96,63,42,98,93,63,91,60
MT019,SF029,57,66,85,123,72,66,122,43,63,99
MT020,SF029,129,65,65,83,107,104,88,47,96,119
MT025,SF029,89,59,52,82,51,71,81,82,50,76
MT026,SF029,84,101,79,109,74,96,89,93,45,112
MT028,SF029,105,56,62,54,56,64,101,64,85,71
MT029,SF029,95,95,67,94,95,92,100,108,79,80
MT030,SF029,88,61,74,91,76,70,74,71,84,73
MT031,SF029,53,80,67,109,64,73,91,92,55,118
MT032,SF029,74,61,77,105,72,76,77,88,67,83
MT033,SF029,58,62,106,100,80,53,85,68,94,59
MT035,SF029,59,66,75,103,92,87,84,77,113,74
MT036,SF029,58,85,65,112,96,114,103,92,66,98
MT021,SF029,244,144,252,198,267,366,205,282,182,188
MT023,SF029,224,193,282,216,268,149,249,179,279,213
MT002,SF029,81,54,42,65,54,68,74,79,45,75
MT003,SF029,51,60,54,59,58,36,38,84,68,74
MT006,SF029,50,59,57,48,55,68,58,63,60,82
MT012,SF029,54,67,52,64,60,64,45,76,60,88
MT015,SF029,67,47,75,59,52,78,39,64,76,74
MT022,SF029,52,79,54,53,47,63,55,72,56,48
MT024,SF029,64,66,66,80,69,41,68,42,67,60
MT027,SF029,51,50,49,92,55,43,46,80,58,54
MT034,SF029,94,81,68,59,74,43,54,80,68,90
MT001,SF030,34,40,24,31,32,54,48,32,36,33
MT004,SF030,31,42,26,37,56,40,37,20,39,43
MT005,SF030,40,52,40,28,20,27,41,23,41,53
MT007,SF030,31,30,51,31,25,30,41,45,52,42
MT008,SF030,19,29,27,35,29,33,29,35,54,20
MT009,SF030,24,50,42,38,56,30,31,53,40,46
MT010,SF030,52,31,37,34,36,52,31,49,45,29
MT011,SF030,35,29,30,51,49,31,48,23,33,34
MT013,SF030,50,40,21,26,42,24,33,33,32,55
MT014,SF030,40,38,39,22,37,50,29,28,42,36
MT016,SF030,56,37,36,29,24,34,27,27,47,52
MT017,SF030,21,35,35,27,42,26,47,27,37,30
MT018,SF030,36,36,40,30,32,43,29,35,30,38
MT019,SF030,28,41,34,32,45,22,34,54,56,27
MT020,SF030,26,39,40,33,36,42,41,50,25,30
MT025,SF030,27,53,40,43,31,20,33,25,36,45
MT026,SF030,26,50,34,32,29,44,31,32,38,29
MT028,SF030,40,44,39,26,48,23,47,43,30,35
MT029,SF030,28,38,27,44,36,40,33,31,23,40
MT030,SF030,32,31,19,29,33,49,22,48,39,37
MT031,SF030,24,23,41,34,45,30,29,52,42,46
MT032,SF030,35,37,30,21,21,38,49,35,28,50
MT033,SF030,35,35,40,28,34,33,44,35,27,44
MT035,SF030,44,26,54,35,26,43,27,37,29,30
MT036,SF030,48,31,34,44,49,32,23,32,25,27
MT021,SF030,187,116,110,171,106,130,139,115,139,113
MT023,SF030,112,150,133,134,114,213,144,146,87,110
MT002,SF030,19,14,13,18,18,9,10,13,15,9
MT003,SF030,18,12,18,15,12,16,10,13,20,15
MT006,SF030,17,16,11,12,16,13,9,11,12,18
MT012,SF030,20,14,14,15,19,9,12,12,12,17
MT015,SF030,12,18,11,12,14,15,13,21,18,13
MT022,SF030,10,8,14,8,16,19,12,18,8,13
MT024,SF030,16,17,15,8,15,8,17,13,21,12
MT027,SF030,10,15,20,17,8,15,15,13,12,15
MT034,SF030,13,16,18,18,12,21,8,20,11,12
MT001,SF031,79,101,53,47,79,67,84,90,108,55
MT004,SF031,84,59,79,51,85,87,90,82,88,93
MT005,SF031,62,55,77,60,65,65,103,85,60,103
MT007,SF031,80,89,70,79,54,106,75,71,119,90
MT008,SF031,58,75,69,62,62,66,79,72,57,62
MT009,SF031,79,72,81,78,74,91,66,72,103,102
MT010,SF031,56,98,52,102,78,70,54,103,46,49
MT011,SF031,97,80,73,101,72,70,66,104,62,60
MT013,SF031,72,97,57,70,53,63,82,97,56,43
MT014,SF031,56,58,75,83,66,98,82,42,52,74
MT016,SF031,74,75,66,72,84,80,75,77,82,90
MT017,SF031,90,64,87,81,92,60,106,58,59,63
MT018,SF031,56,80,84,87,72,60,68,94,86,96
MT019,SF031,66,60,111,65,71,52,74,102,109,79
MT020,SF031,54,53,53,64,113,61,84,81,83,108
MT025,SF031,120,104,108,95,96,79,74,76,74,88
MT026,SF031,51,52,61,74,82,55,74,58,91,69
MT028,SF031,60,73,92,101,94,57,88,67,102,68
MT029,SF031,83,70,99,62,68,76,69,52,116,58
MT030,SF031,115,92,94,98,56,119,56,91,73,49
MT031,SF031,81,68,50,58,56,53,85,78,65,75
MT032,SF031,59,84,71,42,64,75,46,76,75,97
MT033,SF031,46,80,66,103,53,49,50,68,82,108
MT035,SF031,84,100,117,94,85,70,63,57,84,94
MT036,SF031,56,81,111,82,45,61,62,52,59,97
MT021,SF031,267,327,190,192,343,169,231,283,245,200
MT023,SF031,253,187,277,319,314,293,402,224,330,197
MT002,SF031,36,62,32,69,62,50,42,41,72,53
MT003,SF031,44,37,34,48,70,43,33,37,43,64
MT006,SF031,66,48,67,48,71,62,52,41,35,60
MT012,SF031,31,34,40,59,57,37,77,42,62,65
MT015,SF031,70,40,45,46,50,39,60,51,44,49
MT022,SF031,37,58,39,44,46,34,47,70,82,47
MT024,SF031,43,43,64,32,51,46,53,57,69,50
MT027,SF031,81,61,45,44,52,50,68,32,40,50
MT034,SF031,66,48,40,47,46,58,49,45,81,48
MT001,SF032,65,62,45,73,55,81,56,42,75,60
MT004,SF032,87,39,55,60,83,67,93,69,73,79
MT005,SF032,87,75,54,59,86,69,62,68,50,55
MT007,SF032,61,72,75,61,68,60,48,48,69,92
MT008,SF032,55,46,69,47,57,58,63,91,80,50
MT009,SF032,64,60,61,62,71,79,99,92,94,50
MT010,SF032,64,46,66,41,72,81,69,72,84,82
MT011,SF032,46,81,75,60,45,60,55,82,42,66
MT013,SF032,68,73,48,66,90,62,49,92,70,48
MT014,SF032,95,59,63,37,71,65,57,86,40,61
MT016,SF032,65,99,82,55,53,42,59,53,74,94
MT017,SF032,54,53,53,69,72,63,52,55,59,58
MT018,SF032,63,51,33,40,68,67,38,74,80,62
