MID,DCID,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10
MT031,SF018,38,31,30,26,38,48,26,21,40,36
MT032,SF018,31,51,32,32,28,47,31,26,40,38
MT033,SF018,40,42,46,46,48,30,42,50,32,30
MT035,SF018,32,44,40,33,50,29,34,41,24,32
MT036,SF018,43,34,40,30,41,28,40,31,28,43
MT021,SF018,103,153,114,116,189,79,108,110,105,106
MT023,SF018,85,91,88,133,127,78,145,70,121,143
MT002,SF018,22,25,26,18,23,22,23,26,22,22
MT003,SF018,15,20,30,20,20,24,25,19,22,26
MT006,SF018,18,30,19,28,15,21,18,20,24,17
MT012,SF018,28,25,22,28,30,22,19,21,24,31
MT015,SF018,32,23,24,21,20,19,16,24,23,15
MT022,SF018,19,13,20,25,32,15,19,26,24,21
MT024,SF018,12,17,25,24,19,22,20,27,20,34
MT027,SF018,25,33,14,20,17,25,30,18,16,22
MT034,SF018,25,23,14,27,16,21,16,23,26,12
MT001,SF019,74,68,91,99,66,82,95,48,59,70
MT004,SF019,62,62,48,80,59,58,58,70,58,63
MT005,SF019,60,52,44,49,53,76,59,58,58,99
MT007,SF019,55,86,62,64,78,53,68,65,42,64
MT008,SF019,77,88,77,75,98,44,87,51,102,71
MT009,SF019,58,57,66,48,61,70,61,88,67,59
MT010,SF019,86,50,87,59,50,55,71,55,49,66
MT011,SF019,42,73,71,55,83,85,48,58,44,70
MT013,SF019,66,62,67,78,55,86,101,59,63,66
MT014,SF019,78,65,55,69,55,53,72,48,50,47
MT016,SF019,48,67,64,44,40,65,90,39,58,69
MT017,SF019,86,88,92,70,82,72,79,68,46,77
MT018,SF019,60,45,77,58,62,50,67,90,59,69
MT019,SF019,54,48,66,64,68,54,59,46,83,80
MT020,SF019,64,67,95,57,65,76,57,48,47,69
MT025,SF019,76,65,69,63,53,70,72,52,70,57
MT026,SF019,39,73,66,57,98,51,83,55,58,71
MT028,SF019,66,75,79,72,56,59,50,66,84,53
MT029,SF019,36,82,59,38,46,56,75,56,67,65
MT030,SF019,79,58,71,53,71,56,90,93,87,62
MT031,SF019,72,69,49,88,96,50,69,44,58,53
MT032,SF019,91,42,56,55,55,69,70,59,89,59
MT033,SF019,38,49,85,67,61,80,60,92,74,69
MT035,SF019,69,53,62,65,62,64,67,45,84,66
MT036,SF019,80,62,54,58,85,48,57,80,66,47
MT021,SF019,152,151,136,161,153,130,167,238,165,191
MT023,SF019,172,225,147,146,159,238,177,112,197,198
MT002,SF019,32,26,29,34,28,43,41,32,20,34
MT003,SF019,34,31,24,40,35,48,41,48,26,32
MT006,SF019,39,25,34,40,25,24,36,39,43,32
MT012,SF019,35,28,38,24,42,29,31,46,31,30
MT015,SF019,22,27,39,35,36,39,23,21,36,22
MT022,SF019,44,35,46,40,38,37,36,40,45,36
MT024,SF019,38,39,44,45,35,25,29,43,34,35
MT027,SF019,37,52,33,34,43,35,34,27,26,29
MT034,SF019,42,22,27,47,43,23,31,44,28,39
MT001,SF020,33,41,23,32,29,32,49,42,40,41
MT004,SF020,36,27,40,22,26,42,44,31,49,47
MT005,SF020,42,43,25,28,34,21,47,40,25,42
MT007,SF020,38,45,29,42,45,29,28,20,31,29
MT008,SF020,51,44,42,28,36,30,38,23,36,52
MT009,SF020,34,30,45,27,39,43,28,45,30,46
MT010,SF020,31,37,28,26,35,43,32,54,50,26
MT011,SF020,37,34,28,30,34,41,34,25,48,47
MT013,SF020,54,53,54,50,27,29,43,30,28,40
MT014,SF020,35,30,42,41,32,29,47,30,47,28
MT016,SF020,49,37,46,40,32,43,45,31,50,33
MT017,SF020,45,31,38,31,34,30,33,22,30,21
MT018,SF020,39,40,39,37,44,37,30,34,30,40
MT019,SF020,25,30,30,41,35,44,34,22,40,22
MT020,SF020,26,25,41,34,41,48,56,51,26,38
MT025,SF020,25,26,26,36,45,33,44,38,33,31
MT026,SF020,44,50,46,29,48,39,30,25,35,31
MT028,SF020,47,36,20,25,29,32,39,36,42,45
MT029,SF020,50,50,32,21,35,34,36,52,37,22
MT030,SF020,32,53,38,46,34,26,28,39,32,44
MT031,SF020,49,34,40,36,28,28,45,51,32,52
MT032,SF020,32,32,38,45,40,28,46,55,45,51
MT033,SF020,38,28,38,32,29,37,24,37,38,26
MT035,SF020,37,50,42,25,44,48,25,49,39,31
MT036,SF020,52,40,34,35,36,38,46,39,35,44
MT021,SF020,100,90,108,89,112,97,96,100,97,119
MT023,SF020,156,110,138,90,172,107,117,110,105,137
MT002,SF020,23,33,22,21,24,21,23,23,34,28
MT003,SF020,32,25,22,28,29,30,21,22,27,32
MT006,SF020,21,24,28,26,20,34,15,21,17,26
MT012,SF020,23,25,18,19,23,29,28,25,30,22
MT015,SF020,31,17,25,16,35,22,34,24,32,23
MT022,SF020,34,33,26,18,27,22,23,18,23,21
MT024,SF020,38,24,22,26,30,27,35,33,25,25
MT027,SF020,21,18,20,30,17,20,26,28,26,31
MT034,SF020,16,20,16,32,18,33,14,23,20,32
MT001,SF021,49,94,52,76,51,77,92,64,66,86
MT004,SF021,84,77,87,103,61,69,106,68,86,66
MT005,SF021,75,68,73,94,71,116,57,72,57,73
MT007,SF021,58,70,63,99,78,73,71,61,102,82
MT008,SF021,91,73,101,87,61,76,84,73,76,60
MT009,SF021,73,106,84,96,75,56,92,78,50,50
MT010,SF021,91,103,78,87,61,103,52,59,98,66
MT011,SF021,103,50,84,88,82,58,42,86,61,103
MT013,SF021,81,52,86,76,69,118,53,57,58,72
MT014,SF021,66,51,79,93,87,104,50,88,59,69
MT016,SF021,50,104,68,62,102,72,108,82,99,59
MT017,SF021,57,96,85,69,78,59,100,96,54,63
MT018,SF021,70,59,69,57,66,99,68,67,55,99
MT019,SF021,54,62,78,75,92,90,67,77,72,79
MT020,SF021,60,64,85,59,58,62,45,63,102,88
MT025,SF021,58,118,77,53,70,96,60,68,59,56
MT026,SF021,115,61,66,78,66,102,43,73,52,85
MT028,SF021,52,65,77,65,107,79,71,75,44,52
MT029,SF021,75,79,45,70,68,90,87,102,59,50
MT030,SF021,83,99,64,112,86,73,77,51,104,52
MT031,SF021,88,81,80,110,82,65,66,57,69,80
MT032,SF021,95,66,66,106,79,92,62,57,67,70
MT033,SF021,60,105,59,109,79,47,108,47,42,91
MT035,SF021,68,67,73,75,79,60,70,71,55,68
MT036,SF021,50,96,83,67,77,104,74,69,65,55
MT021,SF021,274,190,145,145,200,209,292,162,177,190
MT023,SF021,231,259,248,186,135,240,194,251,275,327
MT002,SF021,65,62,53,74,62,73,55,77,46,60
MT003,SF021,44,68,83,80,57,63,61,55,49,70
MT006,SF021,77,57,67,60,65,59,51,69,81,61
MT012,SF021,44,84,82,40,48,51,67,63,80,57
MT015,SF021,57,59,50,59,71,48,58,54,58,66
MT022,SF021,58,51,42,61,46,49,68,65,48,54
MT024,SF021,71,62,42,74,73,60,59,37,72,44
MT027,SF021,45,37,50,58,54,64,49,56,59,69
MT034,SF021,57,40,56,35,53,46,42,65,58,39
MT001,SF022,39,50,43,65,54,55,39,28,43,38
MT004,SF022,41,48,28,37,55,42,43,53,38,47
MT005,SF022,37,44,52,43,36,37,32,58,57,51
MT007,SF022,29,41,37,36,58,62,47,29,44,44
MT008,SF022,45,38,47,34,39,46,41,69,30,42
MT009,SF022,25,62,52,50,56,25,38,41,56,29
MT010,SF022,54,53,42,41,34,43,35,52,49,48
MT011,SF022,35,45,49,48,65,37,26,27,34,37
MT013,SF022,60,34,39,52,29,34,36,38,48,63
MT014,SF022,41,62,53,46,33,39,47,52,46,33
MT016,SF022,36,27,47,33,42,52,58,48,47,50
MT017,SF022,60,41,45,44,54,44,53,40,32,25
MT018,SF022,38,48,61,65,51,44,46,40,59,31
MT019,SF022,27,46,35,32,36,43,49,37,48,62
MT020,SF022,37,56,50,33,40,41,36,65,36,37
MT025,SF022,37,46,58,44,43,65,34,40,56,52
MT026,SF022,29,38,60,33,36,27,47,47,35,41
MT028,SF022,35,38,33,62,38,63,43,39,41,49
MT029,SF022,38,39,44,54,51,67,41,45,32,28
MT030,SF022,26,40,51,34,58,54,32,40,59,40
MT031,SF022,53,32,37,40,44,54,34,54,45,54
MT032,SF022,37,58,53,42,54,37,55,41,51,35
MT033,SF022,44,38,41,60,43,40,53,39,35,54
MT035,SF022,31,50,43,39,32,51,42,46,39,36
MT036,SF022,24,63,37,42,52,27,34,62,28,43
MT021,SF022,110,173,153,123,123,152,188,109,122,95
MT023,SF022,108,152,90,184,177,80,151,127,117,130
MT002,SF022,23,24,17,21,27,26,21,23,18,18
MT003,SF022,28,21,26,15,16,19,17,23,21,12
MT006,SF022,21,19,18,29,23,22,18,29,22,24
MT012,SF022,20,16,20,22,18,20,15,17,18,18
MT015,SF022,28,25,15,17,16,13,19,21,17,26
MT022,SF022,16,19,18,27,19,18,16,24,28,24
MT024,SF022,15,21,16,21,23,18,12,26,20,19
MT027,SF022,18,20,21,26,21,25,18,14,16,16
MT034,SF022,24,23,19,30,21,29,19,13,17,19
MT001,SF023,97,70,80,88,80,64,89,84,110,104
MT004,SF023,124,93,81,65,138,140,69,91,59,65
MT005,SF023,99,80,73,81,86,53,61,100,118,95
MT007,SF023,104,62,122,130,88,58,99,82,110,90
MT008,SF023,101,56,69,88,88,81,81,73,118,81
MT009,SF023,81,81,76,102,96,68,77,67,79,66
MT010,SF023,106,95,120,112,100,81,120,132,86,59
MT011,SF023,78,111,96,85,100,87,111,77,59,94
MT013,SF023,88,66,77,78,88,137,74,81,55,64
MT014,SF023,105,101,91,110,64,83,85,69,90,84
MT016,SF023,71,97,128,70,119,109,113,96,102,69
MT017,SF023,134,100,65,77,100,79,86,93,70,101
MT018,SF023,61,110,81,76,72,85,92,101,77,76
MT019,SF023,115,70,88,99,102,114,100,101,98,59
MT020,SF023,101,69,75,88,72,96,66,107,93,62
MT025,SF023,58,76,58,89,90,89,86,78,75,102
MT026,SF023,102,101,105,129,89,53,128,95,104,114
MT028,SF023,110,69,88,92,76,57,89,91,132,71
MT029,SF023,101,92,101,86,86,97,88,90,75,86
MT030,SF023,79,92,74,74,80,92,67,129,99,67
MT031,SF023,137,62,75,115,106,72,96,94,120,115
MT032,SF023,89,92,96,89,118,71,98,72,111,132
MT033,SF023,81,79,115,123,128,67,66,67,53,73
MT035,SF023,95,71,98,97,105,82,84,103,78,113
MT036,SF023,59,71,98,95,100,71,95,56,61,85
MT021,SF023,252,269,211,231,174,268,328,306,254,321
MT023,SF023,212,271,324,195,303,379,156,223,333,276
MT002,SF023,39,35,52,50,49,54,42,59,59,53
MT003,SF023,75,82,75,34,68,78,63,45,59,69
MT006,SF023,34,42,53,79,58,48,49,76,54,49
MT012,SF023,52,51,53,54,41,45,69,68,52,60
MT015,SF023,82,56,58,63,50,43,66,66,46,65
MT022,SF023,57,37,41,63,50,58,44,47,46,50
MT024,SF023,56,57,64,47,56,41,42,52,39,72
MT027,SF023,45,41,61,56,56,58,33,58,48,78
MT034,SF023,44,64,44,63,50,51,46,45,79,54
MT001,SF024,42,36,41,31,25,35,26,38,37,27
MT004,SF024,30,28,35,35,43,30,21,35,46,24
MT005,SF024,25,28,50,52,32,35,32,35,30,48
MT007,SF024,33,49,30,26,25,42,35,24,18,34
MT008,SF024,49,37,31,39,43,46,30,28,22,27
MT009,SF024,45,32,33,41,34,45,30,33,33,25
MT010,SF024,24,49,46,35,36,28,26,32,34,37
MT011,SF024,28,38,25,42,20,34,27,34,39,23
MT013,SF024,34,28,31,29,44,27,39,24,25,37
MT014,SF024,50,25,42,32,31,30,30,45,44,41
MT016,SF024,38,33,24,30,31,24,36,48,28,24
MT017,SF024,41,27,32,27,36,34,32,41,30,32
MT018,SF024,29,26,39,30,28,23,42,30,32,46
MT019,SF024,28,22,23,29,33,25,22,35,45,29
MT020,SF024,42,21,33,44,35,29,28,21,26,39
MT025,SF024,50,37,46,34,22,36,30,44,44,35
MT026,SF024,37,29,44,35,34,32,22,37,25,41
MT028,SF024,48,40,47,29,45,36,29,37,36,31
MT029,SF024,26,37,22,21,24,45,33,25,36,21
MT030,SF024,41,45,30,44,26,33,34,37,36,30
MT031,SF024,41,23,33,29,51,26,21,43,35,49
MT032,SF024,31,26,28,34,48,45,35,25,31,36
MT033,SF024,34,20,22,25,43,23,45,34,29,35
MT035,SF024,41,32,25,39,33,44,26,37,32,25
MT036,SF024,31,27,40,21,39,39,37,37,43,35
MT021,SF024,132,110,157,136,88,114,173,118,191,160
MT023,SF024,152,88,134,87,154,144,122,102,140,178
MT002,SF024,36,32,29,36,23,32,26,40,36,28
MT003,SF024,30,29,38,28,27,36,40,34,32,30
MT006,SF024,33,27,30,27,46,24,33,23,25,36
MT012,SF024,26,30,37,36,32,33,23,37,33,31
MT015,SF024,24,42,25,29,38,34,28,28,38,20
MT022,SF024,21,31,36,22,23,25,25,39,26,26
MT024,SF024,25,25,28,46,32,31,34,27,36,29
MT027,SF024,25,33,35,23,22,33,36,27,25,24
MT034,SF024,27,26,32,24,24,28,34,28,32,27
MT001,SF025,68,89,65,72,51,52,67,63,54,84
MT004,SF025,68,88,96,66,51,71,73,94,82,43
MT005,SF025,67,50,97,94,65,71,62,60,79,87
MT007,SF025,58,66,66,75,70,71,64,101,75,86
MT008,SF025,87,68,92,57,71,56,59,83,56,67
MT009,SF025,70,48,50,56,61,48,82,66,80,40
MT010,SF025,82,62,62,60,80,90,94,85,61,48
MT011,SF025,75,48,99,63,59,84,76,56,58,64
MT013,SF025,67,57,68,60,87,56,60,65,68,82
MT014,SF025,71,50,76,82,65,84,82,92,54,55
MT016,SF025,66,94,57,86,69,43,53,48,91,57
MT017,SF025,59,48,62,103,42,44,72,81,75,45
MT018,SF025,84,37,68,61,75,65,84,47,91,60
MT019,SF025,86,65,72,82,71,70,106,49,77,43
MT020,SF025,74,101,97,72,52,71,50,68,66,57
MT025,SF025,82,86,56,76,76,62,82,60,80,82
MT026,SF025,47,61,96,90,46,57,56,65,85,83
MT028,SF025,87,81,68,87,46,65,60,69,75,80
MT029,SF025,61,67,56,84,54,73,69,66,46,66
MT030,SF025,55,78,77,56,54,80,82,98,77,73
MT031,SF025,53,48,86,60,64,80,46,47,63,62
MT032,SF025,98,60,90,99,77,51,58,53,71,70
MT033,SF025,101,49,46,59,93,56,101,51,96,88
MT035,SF025,60,82,46,89,70,53,65,75,85,78
MT036,SF025,79,70,57,64,42,84,86,72,55,61
MT021,SF025,221,212,165,149,123,126,136,223,181,163
MT023,SF025,144,276,154,194,164,165,157,213,210,218
MT002,SF025,30,33,30,35,32,26,30,29,33,48
MT003,SF025,43,31,46,30,36,28,33,27,41,36
MT006,SF025,28,39,41,33,27,26,23,35,32,30
MT012,SF025,27,35,44,37,30,27,27,43,33,34
MT015,SF025,33,39,41,44,35,26,35,47,26,32
MT022,SF025,38,31,43,27,38,36,49,31,29,22
MT024,SF025,42,30,36,25,26,27,33,28,34,29
MT027,SF025,33,28,46,31,23,27,39,29,22,33
MT034,SF025,36,30,48,31,30,22,46,33,46,25
MT001,SF026,28,36,41,57,38,64,39,56,36,29
MT004,SF026,49,37,55,32,62,41,36,42,42,40
MT005,SF026,39,42,30,50,53,37,40,35,45,40
MT007,SF026,42,38,44,47,65,28,26,40,41,36
MT008,SF026,28,27,55,42,33,36,53,32,50,49
MT009,SF026,36,45,39,40,38,38,35,48,33,46
MT010,SF026,43,52,45,43,35,52,50,50,56,23
MT011,SF026,34,39,30,32,43,39,38,42,37,38
MT013,SF026,41,36,28,25,39,42,40,30,28,63
MT014,SF026,28,33,45,37,54,46,48,37,48,30
MT016,SF026,52,32,47,44,50,39,52,41,41,40
MT017,SF026,61,37,48,43,44,32,41,33,26,36
MT018,SF026,37,45,45,39,43,42,50,41,55,33
MT019,SF026,40,36,27,38,39,28,51,36,41,46
MT020,SF026,49,41,42,40,47,49,45,31,33,39
MT025,SF026,25,37,30,29,32,42,35,63,28,62
MT026,SF026,44,47,42,32,57,31,41,43,42,32
MT028,SF026,41,33,41,35,36,59,29,32,61,38
MT029,SF026,47,40,31,33,63,35,33,45,32,25
MT030,SF026,25,52,44,30,51,44,29,39,40,47
MT031,SF026,52,46,46,44,49,47,41,39,52,31
MT032,SF026,47,38,56,35,43,50,48,61,49,43
MT033,SF026,50,35,36,41,53,44,38,34,39,60
MT035,SF026,36,30,41,27,48,39,44,41,40,39
MT036,SF026,39,60,44,37,34,40,61,22,24,62
MT021,SF026,127,207,182,99,124,114,180,138,143,151
MT023,SF026,122,176,118,171,144,203,139,128,249,183
MT002,SF026,17,9,20,10,13,19,15,10,12,13
MT003,SF026,10,12,18,12,15,19,14,12,14,10
MT006,SF026,11,18,13,16,14,10,18,14,16,18
MT012,SF026,14,12,13,13,12,11,20,12,15,18
MT015,SF026,22,14,11,10,15,14,18,15,12,11
MT022,SF026,8,20,14,21,17,19,15,15,14,9
MT024,SF026,15,15,20,12,14,16,15,14,21,13
MT027,SF026,17,13,18,21,16,15,12,13,10,16
MT034,SF026,14,17,15,15,16,14,13,12,17,19
MT001,SF027,121,84,122,73,78,79,92,80,81,91
MT004,SF027,138,58,58,101,49,82,66,93,88,64
MT005,SF027,88,100,91,51,56,88,94,94,60,109
MT007,SF027,82,60,90,73,65,84,114,84,76,67
MT008,SF027,103,78,59,122,70,100,73,105,100,80
MT009,SF027,66,126,83,112,90,81,92,81,71,104
MT010,SF027,110,99,88,80,72,76,115,91,68,79
MT011,SF027,72,84,82,56,85,56,78,115,79,71
MT013,SF027,89,83,104,99,67,75,69,74,98,88
MT014,SF027,52,127,56,70,116,90,98,98,94,113
MT016,SF027,110,127,73,125,83,102,110,97,131,79
MT017,SF027,84,51,93,109,74,85,76,96,76,107
MT018,SF027,75,59,77,102,101,65,108,100,84,77
MT019,SF027,110,57,111,72,55,90,97,71,102,136
MT020,SF027,85,75,102,74,122,94,51,61,65,83
MT025,SF027,84,77,85,99,96,76,55,85,94,68
MT026,SF027,83,66,73,50,95,105,109,92,116,106
MT028,SF027,64,96,101,85,97,76,115,105,78,53
MT029,SF027,64,86,98,51,69,83,63,99,74,96
MT030,SF027,111,92,55,109,65,108,83,99,90,77
MT031,SF027,80,105,74,54,82,90,69,89,72,62
MT032,SF027,114,69,74,118,68,68,105,53,85,132
MT033,SF027,103,91,63,78,88,66,66,71,75,54
MT035,SF027,96,94,62,82,135,111,65,97,89,59
MT036,SF027,76,99,51,64,132,118,87,72,61,88
MT021,SF027,271,277,251,254,238,212,279,248,273,220
MT023,SF027,330,246,235,336,260,168,299,228,138,280
MT002,SF027,73,69,68,51,57,68,39,58,53,50
MT003,SF027,55,48,79,35,55,84,51,40,51,62
MT006,SF027,48,55,59,71,54,74,35,45,67,44
MT012,SF027,52,48,63,64,53,55,53,48,47,53
MT015,SF027,57,65,43,34,74,62,81,70,75,51
MT022,SF027,55,70,41,80,57,51,34,69,87,73
MT024,SF027,52,54,61,53,40,65,78,49,55,52
MT027,SF027,71,47,33,75,70,81,57,73,38,64
MT034,SF027,45,42,40,70,41,57,46,42,40,55
MT001,SF028,35,57,44,39,36,38,52,40,38,38
MT004,SF028,31,35,23,29,39,46,30,48,57,32
MT005,SF028,61,48,34,38,38,35,45,25,27,39
MT007,SF028,40,26,45,32,29,45,29,51,39,27
MT008,SF028,29,33,46,35,36,31,26,46,32,38
MT009,SF028,41,32,42,52,32,49,31,27,46,45
MT010,SF028,44,56,41,30,50,57,28,41,46,37
MT011,SF028,59,50,46,44,38,51,34,50,35,59
MT013,SF028,28,25,34,34,40,29,36,24,48,46
MT014,SF028,36,38,37,60,57,43,50,36,38,48
MT016,SF028,43,36,52,44,48,49,26,26,34,54
MT017,SF028,47,49,44,31,55,38,37,33,49,54
MT018,SF028,30,42,43,40,24,48,36,50,29,56
MT019,SF028,36,37,28,46,42,35,41,26,38,24
MT020,SF028,40,26,49,48,52,29,30,34,32,48
MT025,SF028,36,44,30,33,52,34,58,50,38,30
MT026,SF028,39,34,29,36,37,34,35,28,39,32
MT028,SF028,23,55,35,38,44,48,47,52,43,29
MT029,SF028,32,28,60,26,35,42,34,36,46,44
MT030,SF028,28,36,29,36,36,45,37,34,47,47
MT031,SF028,46,40,46,36,55,23,36,33,29,24
MT032,SF028,45,42,27,52,39,39,47,39,27,33
MT033,SF028,37,39,26,48,43,34,38,37,56,33
MT035,SF028,34,28,51,23,37,52,37,32,54,32
MT036,SF028,41,49,52,42,42,34,41,42,45,36
MT021,SF028,172,108,192,154,155,208,175,81,161,95
MT023,SF028,99,118,183,151,87,142,127,98,158,131
MT002,SF028,16,12,15,14,18,13,13,14,16,14
MT003,SF028,16,16,11,12,17,13,11,10,12,12
MT006,SF028,14,15,13,16,9,12,11,16,14,9
MT012,SF028,15,14,15,12,12,13,18,14,21,12
MT015,SF028,11,11,13,11,13,13,9,14,10,17
MT022,SF028,13,19,11,19,12,9,13,8,21,12
MT024,SF028,15,11,11,10,14,12,12,12,17,9
MT027,SF028,10,13,16,13,18,10,15,11,9,9
MT034,SF028,12,17,8,16,15,17,13,14,13,10
MT001,SF029,105,64,86,70,77,82,103,108,49,82
MT004,SF029,121,87,73,67,87,86,68,49,81,67
MT005,SF029,83,68,59,66,83,90,83,76,87,49
MT007,SF029,67,106,107,58,83,103,96,70,72,76
MT008,SF029,98,97,63,106,65,66,114,116,71,55
MT009,SF029,72,94,55,85,65,96,87,80,71,62
MT010,SF029,83,55,49,76,61,68,86,96,54,57
MT011,SF029,76,68,84,64,77,70,71,67,57,77
MT013,SF029,55,50,66,49,103,66,59,75,83,92
MT014,SF029,87,64,81,125,97,105,79,70,81,108
MT016,SF029,81,110,72,82,85,73,79,121,63,99
MT017,SF029,96,126,77,46,68,93,88,114,107,92
MT018,SF029,120,122,83,55,55,65,61,81,88,48
MT019,SF029,65,72,86,78,58,77,117,56,55,66
MT020,SF029,125,94,69,85,108,102,89,48,86,105
MT025,SF029,61,58,66,76,69,79,68,93,62,63
MT026,SF029,98,105,50,73,74,103,81,83,58,84
MT028,SF029,71,85,65,55,68,61,74,76,90,103
MT029,SF029,88,98,77,82,92,74,105,66,49,78
MT030,SF029,74,81,85,65,69,104,62,78,89,106
MT031,SF029,52,98,54,107,106,97,105,81,73,75
MT032,SF029,76,73,64,111,49,95,72,82,94,61
MT033,SF029,63,80,83,66,68,54,68,60,82,73
MT035,SF029,73,90,122,106,72,55,87,102,70,67
MT036,SF029,76,78,45,94,93,76,76,85,59,81
MT021,SF029,207,258,208,200,159,298,260,241,249,190
MT023,SF029,275,285,214,244,316,170,345,261,346,261
MT002,SF029,63,46,48,67,59,57,60,85,50,64
MT003,SF029,53,62,62,48,58,40,60,78,67,53
MT006,SF029,46,63,48,62,83,41,35,44,87,69
MT012,SF029,48,63,65,73,59,62,61,62,60,63
MT015,SF029,81,51,79,78,92,56,56,94,63,83
MT022,SF029,66,59,38,60,71,79,62,56,58,58
MT024,SF029,70,72,64,56,71,59,81,63,64,55
MT027,SF029,52,69,53,63,48,64,37,65,59,56
MT034,SF029,91,73,51,53,73,65,49,82,54,58
MT001,SF030,40,36,33,25,24,54,50,32,29,26
MT004,SF030,32,47,24,39,51,38,38,23,32,32
MT005,SF030,33,39,52,38,34,35,41,32,43,37
MT007,SF030,33,29,33,24,31,23,27,45,36,41
MT008,SF030,22,32,35,30,27,35,37,40,33,24
MT009,SF030,38,45,40,26,33,30,42,54,30,38
MT010,SF030,51,41,43,32,36,36,28,36,34,31
MT011,SF030,37,30,31,40,36,29,33,32,29,23
MT013,SF030,37,38,21,40,46,38,52,45,50,35
MT014,SF030,30,28,49,24,29,49,21,40,29,23
MT016,SF030,44,38,27,32,23,40,38,33,38,43
MT017,SF030,28,26,32,37,36,24,49,33,30,42
MT018,SF030,39,41,38,37,47,46,22,33,31,34
MT019,SF030,32,40,33,50,39,24,30,35,53,21
MT020,SF030,30,43,51,34,41,45,33,48,33,32
MT025,SF030,26,41,46,45,25,34,49,40,39,40
MT026,SF030,33,47,33,39,22,53,33,34,36,47
MT028,SF030,41,33,42,22,39,20,49,32,40,41
MT029,SF030,35,26,32,41,25,42,21,28,27,24
MT030,SF030,25,27,24,27,38,46,24,33,50,38
MT031,SF030,24,29,35,31,43,30,36,46,40,45
MT032,SF030,26,28,36,30,32,37,45,36,28,37
MT033,SF030,34,33,30,26,32,36,33,29,34,38
MT035,SF030,41,33,55,38,34,52,25,32,38,45
MT036,SF030,51,30,30,40,53,24,29,33,32,20
MT021,SF030,192,99,90,165,161,110,118,97,129,153
MT023,SF030,147,125,151,119,142,155,183,166,126,110
MT002,SF030,13,18,20,12,22,10,11,20,13,11
MT003,SF030,21,12,13,20,15,15,11,13,21,10
MT006,SF030,11,15,12,13,11,10,13,11,11,18
MT012,SF030,20,20,16,14,19,9,18,10,10,14
MT015,SF030,14,17,14,15,16,19,12,16,11,10
MT022,SF030,13,14,10,12,10,16,16,17,12,8
MT024,SF030,18,21,17,12,12,12,12,11,19,14
MT027,SF030,9,19,20,16,13,14,22,12,11,23
MT034,SF030,18,11,12,17,14,15,12,19,9,10
MT001,SF031,82,65,89,58,89,64,56,65,106,73
MT004,SF031,79,77,104,48,90,81,119,69,67,64
MT005,SF031,88,74,96,82,76,112,100,62,63,71
MT007,SF031,64,70,67,56,73,104,76,71,106,103
MT008,SF031,83,61,103,68,74,51,78,95,54,70
MT009,SF031,52,55,83,56,87,80,79,89,77,78
MT010,SF031,70,116,70,80,59,52,54,113,59,58
MT011,SF031,57,95,60,72,81,70,71,83,87,73
MT013,SF031,67,104,63,60,62,72,80,80,54,51
MT014,SF031,93,70,58,63,107,68,61,64,86,78
MT016,SF031,83,80,90,52,97,80,60,63,80,70
MT017,SF031,70,62,87,111,80,89,106,79,61,63
MT018,SF031,70,73,116,91,82,62,58,71,67,78
MT019,SF031,59,51,103,85,54,69,57,90,91,64
MT020,SF031,64,55,50,69,69,56,89,80,77,108
MT025,SF031,100,93,90,70,108,83,57,53,61,82
MT026,SF031,58,48,95,73,93,66,68,59,78,81
MT028,SF031,85,90,78,81,67,71,91,69,68,90
MT029,SF031,112,115,95,83,55,89,114,44,72,60
MT030,SF031,103,89,81,67,59,116,55,118,68,42
MT031,SF031,75,65,82,60,68,87,71,72,82,48
MT032,SF031,69,52,77,42,96,59,59,62,107,77
MT033,SF031,69,101,101,105,73,64,51,107,76,64
MT035,SF031,71,70,77,86,63,56,45,54,59,108
MT036,SF031,56,107,74,96,42,87,73,60,51,97
MT021,SF031,392,397,311,309,334,226,285,293,299,338
MT023,SF031,334,281,192,210,282,246,352,245,292,259
MT002,SF031,38,71,52,57,51,41,42,40,67,48
MT003,SF031,45,33,41,51,77,48,52,58,58,66
MT006,SF031,68,59,66,68,56,48,47,42,61,50
MT012,SF031,40,44,36,70,75,30,61,48,68,44
MT015,SF031,60,42,54,52,45,49,65,51,46,56
MT022,SF031,43,45,40,57,61,55,52,71,63,48
MT024,SF031,33,43,47,37,42,55,52,52,70,42
MT027,SF031,56,58,48,61,48,61,62,34,42,36
MT034,SF031,59,62,49,72,51,55,50,49,67,37
MT001,SF032,60,100,72,82,54,66,94,48,94,58
MT004,SF032,52,54,76,63,60,70,65,81,72,64
MT005,SF032,77,82,55,60,75,77,53,71,57,85
MT007,SF032,57,56,68,52,55,69,49,62,94,79
MT008,SF032,85,58,85,35,53,69,42,73,80,62
MT009,SF032,68,67,88,91,71,46,78,71,81,46
MT010,SF032,55,50,66,47,86,59,69,61,63,74
MT011,SF032,60,51,97,70,60,62,49,74,46,68
MT013,SF032,96,45,46,98,95,54,73,71,58,74
MT014,SF032,85,62,53,53,70,54,48,85,60,39
MT016,SF032,50,84,54,43,73,43,57,75,48,92
MT017,SF032,53,45,42,82,46,51,73,55,68,59
MT018,SF032,42,52,42,59,49,90,59,69,71,56
